email,score,real
email,0.842,1
email,0.842,0
email,0.842,0
email,0.842,1
email,0.84,1
email,0.84,1
email,0.838,1
email,0.836,1
email,0.836,1
email,0.836,1
email,0.836,1
email,0.836,1
email,0.836,1
email,0.836,1
email,0.834,1
email,0.834,0
email,0.834,1
email,0.832,1
email,0.832,1
email,0.832,1
email,0.832,1
email,0.83,1
email,0.83,0
email,0.83,1
email,0.828,1
email,0.828,1
email,0.828,1
email,0.828,1
email,0.828,1
email,0.826,0
email,0.826,1
email,0.826,1
email,0.826,0
email,0.824,1
email,0.824,1
email,0.824,1
email,0.824,1
email,0.822,1
email,0.822,1
email,0.822,1
email,0.822,1
email,0.822,1
email,0.822,1
email,0.822,1
email,0.82,1
email,0.82,1
email,0.82,1
email,0.82,1
email,0.82,1
email,0.818,1
email,0.818,1
email,0.818,1
email,0.818,1
email,0.818,1
email,0.816,1
email,0.816,0
email,0.816,1
email,0.816,1
email,0.816,0
email,0.814,1
email,0.814,1
email,0.814,1
email,0.814,1
email,0.814,1
email,0.812,1
email,0.812,1
email,0.812,1
email,0.812,1
email,0.81,1
email,0.81,1
email,0.81,1
email,0.808,1
email,0.808,1
email,0.808,1
email,0.808,1
email,0.808,1
email,0.808,0
email,0.808,1
email,0.806,1
email,0.806,1
email,0.804,1
email,0.804,0
email,0.804,1
email,0.804,0
email,0.804,1
email,0.804,1
email,0.804,1
email,0.804,1
email,0.802,1
email,0.802,1
email,0.8,1
email,0.8,1
email,0.8,1
email,0.8,0
email,0.8,1
email,0.8,1
email,0.8,1
email,0.8,0
email,0.798,1
email,0.798,1
email,0.798,1
email,0.796,1
email,0.796,1
email,0.796,1
email,0.796,1
email,0.796,1
email,0.796,1
email,0.796,1
email,0.796,0
email,0.796,1
email,0.794,1
email,0.794,1
email,0.794,0
email,0.794,0
email,0.792,1
email,0.792,0
email,0.792,1
email,0.792,1
email,0.79,1
email,0.788,1
email,0.788,0
email,0.788,1
email,0.786,0
email,0.786,1
email,0.786,1
email,0.786,1
email,0.786,1
email,0.786,1
email,0.784,1
email,0.784,1
email,0.784,1
email,0.784,0
email,0.784,1
email,0.784,1
email,0.784,0
email,0.784,1
email,0.782,0
email,0.782,1
email,0.782,0
email,0.782,1
email,0.782,1
email,0.782,1
email,0.782,1
email,0.78,1
email,0.78,1
email,0.78,0
email,0.78,1
email,0.78,1
email,0.78,1
email,0.78,1
email,0.78,1
email,0.778,1
email,0.778,0
email,0.778,1
email,0.776,1
email,0.776,1
email,0.776,1
email,0.776,0
email,0.776,1
email,0.774,1
email,0.774,1
email,0.774,1
email,0.774,1
email,0.774,1
email,0.772,0
email,0.77,1
email,0.77,1
email,0.77,1
email,0.77,0
email,0.768,1
email,0.768,1
email,0.768,1
email,0.768,1
email,0.766,1
email,0.766,1
email,0.766,1
email,0.766,1
email,0.766,1
email,0.766,1
email,0.764,1
email,0.764,0
email,0.764,1
email,0.764,1
email,0.764,1
email,0.764,1
email,0.764,1
email,0.764,1
email,0.762,0
email,0.762,1
email,0.762,0
email,0.762,1
email,0.76,0
email,0.76,0
email,0.76,0
email,0.76,1
email,0.76,1
email,0.758,1
email,0.758,0
email,0.758,1
email,0.758,1
email,0.758,1
email,0.758,1
email,0.756,1
email,0.756,1
email,0.754,0
email,0.754,0
email,0.754,1
email,0.754,0
email,0.752,0
email,0.752,0
email,0.752,1
email,0.752,1
email,0.75,0
email,0.75,1
email,0.75,1
email,0.75,1
email,0.75,1
email,0.748,1
email,0.748,0
email,0.748,0
email,0.746,1
email,0.746,1
email,0.744,1
email,0.744,1
email,0.742,1
email,0.742,1
email,0.742,0
email,0.742,1
email,0.742,1
email,0.742,1
email,0.742,1
email,0.742,1
email,0.74,0
email,0.74,1
email,0.74,1
email,0.74,1
email,0.74,1
email,0.74,0
email,0.74,0
email,0.74,1
email,0.74,1
email,0.74,1
email,0.738,0
email,0.738,1
email,0.738,0
email,0.738,0
email,0.738,1
email,0.738,1
email,0.738,0
email,0.736,1
email,0.736,0
email,0.736,1
email,0.734,1
email,0.732,0
email,0.732,1
email,0.732,0
email,0.732,1
email,0.732,1
email,0.732,1
email,0.73,1
email,0.73,1
email,0.73,0
email,0.73,1
email,0.73,1
email,0.73,1
email,0.73,1
email,0.728,0
email,0.728,1
email,0.726,0
email,0.726,1
email,0.726,1
email,0.726,1
email,0.726,1
email,0.726,1
email,0.726,1
email,0.724,0
email,0.724,1
email,0.724,1
email,0.724,1
email,0.724,1
email,0.722,1
email,0.722,1
email,0.722,1
email,0.722,0
email,0.722,1
email,0.72,1
email,0.72,1
email,0.72,1
email,0.72,1
email,0.72,1
email,0.718,1
email,0.718,0
email,0.718,1
email,0.718,1
email,0.718,0
email,0.718,1
email,0.716,1
email,0.716,1
email,0.716,0
email,0.716,1
email,0.716,1
email,0.716,1
email,0.714,1
email,0.714,1
email,0.714,1
email,0.714,1
email,0.714,0
email,0.712,1
email,0.712,0
email,0.712,1
email,0.712,1
email,0.712,1
email,0.712,0
email,0.712,0
email,0.71,1
email,0.71,0
email,0.71,1
email,0.71,1
email,0.71,1
email,0.71,1
email,0.71,1
email,0.71,1
email,0.708,1
email,0.708,1
email,0.708,1
email,0.708,1
email,0.708,0
email,0.708,0
email,0.706,1
email,0.706,1
email,0.706,1
email,0.706,1
email,0.706,1
email,0.704,1
email,0.704,1
email,0.704,1
email,0.704,1
email,0.704,1
email,0.704,1
email,0.702,1
email,0.702,1
email,0.702,1
email,0.7,0
email,0.7,0
email,0.7,0
email,0.698,0
email,0.698,0
email,0.698,0
email,0.696,1
email,0.696,1
email,0.696,0
email,0.696,1
email,0.696,1
email,0.696,1
email,0.696,1
email,0.696,1
email,0.696,1
email,0.696,1
email,0.696,0
email,0.694,1
email,0.694,1
email,0.694,0
email,0.694,1
email,0.692,0
email,0.692,1
email,0.692,1
email,0.69,0
email,0.688,1
email,0.688,0
email,0.688,1
email,0.688,1
email,0.688,0
email,0.686,1
email,0.686,1
email,0.686,1
email,0.686,1
email,0.686,1
email,0.686,1
email,0.684,1
email,0.684,0
email,0.682,0
email,0.682,1
email,0.682,1
email,0.68,0
email,0.68,1
email,0.68,1
email,0.68,1
email,0.68,1
email,0.678,1
email,0.676,0
email,0.676,1
email,0.676,1
email,0.676,1
email,0.676,1
email,0.676,1
email,0.674,1
email,0.674,1
email,0.672,0
email,0.672,1
email,0.672,1
email,0.672,1
email,0.672,0
email,0.672,1
email,0.672,1
email,0.67,0
email,0.67,1
email,0.67,1
email,0.67,1
email,0.668,1
email,0.668,1
email,0.668,0
email,0.668,1
email,0.668,1
email,0.668,1
email,0.666,0
email,0.666,0
email,0.666,1
email,0.666,1
email,0.666,1
email,0.666,1
email,0.666,1
email,0.666,1
email,0.664,0
email,0.664,0
email,0.664,0
email,0.664,0
email,0.664,1
email,0.664,1
email,0.664,1
email,0.662,1
email,0.662,1
email,0.662,1
email,0.662,1
email,0.66,0
email,0.66,0
email,0.66,0
email,0.66,1
email,0.66,0
email,0.66,1
email,0.658,1
email,0.658,1
email,0.658,1
email,0.658,1
email,0.658,1
email,0.658,1
email,0.658,1
email,0.658,1
email,0.656,0
email,0.656,0
email,0.656,1
email,0.656,1
email,0.656,1
email,0.656,1
email,0.654,1
email,0.654,1
email,0.654,1
email,0.654,0
email,0.652,0
email,0.652,0
email,0.652,0
email,0.652,1
email,0.652,1
email,0.652,1
email,0.65,0
email,0.65,1
email,0.65,0
email,0.65,1
email,0.65,0
email,0.65,0
email,0.648,0
email,0.648,1
email,0.648,1
email,0.648,1
email,0.646,0
email,0.646,1
email,0.646,1
email,0.646,1
email,0.644,1
email,0.644,1
email,0.644,1
email,0.642,0
email,0.642,0
email,0.642,1
email,0.642,0
email,0.642,1
email,0.64,1
email,0.64,1
email,0.64,0
email,0.638,1
email,0.638,0
email,0.636,1
email,0.636,0
email,0.636,0
email,0.636,0
email,0.636,0
email,0.636,1
email,0.634,0
email,0.634,1
email,0.634,0
email,0.634,1
email,0.632,1
email,0.632,1
email,0.63,1
email,0.63,1
email,0.63,1
email,0.63,1
email,0.628,0
email,0.628,1
email,0.628,0
email,0.628,1
email,0.628,1
email,0.628,1
email,0.628,1
email,0.628,1
email,0.628,1
email,0.626,0
email,0.626,0
email,0.626,1
email,0.624,1
email,0.624,0
email,0.624,0
email,0.624,1
email,0.622,1
email,0.622,0
email,0.622,1
email,0.622,1
email,0.622,1
email,0.622,1
email,0.62,0
email,0.62,0
email,0.62,1
email,0.618,1
email,0.618,1
email,0.618,1
email,0.618,1
email,0.616,1
email,0.616,1
email,0.616,1
email,0.616,0
email,0.614,0
email,0.614,0
email,0.612,0
email,0.612,1
email,0.612,0
email,0.61,0
email,0.61,1
email,0.61,1
email,0.61,1
email,0.61,1
email,0.608,1
email,0.608,0
email,0.608,1
email,0.608,1
email,0.608,1
email,0.608,1
email,0.606,1
email,0.604,0
email,0.604,1
email,0.604,1
email,0.602,0
email,0.602,1
email,0.6,1
email,0.6,1
email,0.6,0
email,0.598,0
email,0.598,1
email,0.598,1
email,0.598,1
email,0.598,1
email,0.596,0
email,0.596,1
email,0.594,1
email,0.594,0
email,0.594,1
email,0.592,1
email,0.592,1
email,0.592,1
email,0.592,0
email,0.592,0
email,0.59,1
email,0.59,1
email,0.59,1
email,0.59,1
email,0.59,0
email,0.588,1
email,0.588,0
email,0.588,1
email,0.588,1
email,0.588,0
email,0.588,1
email,0.588,1
email,0.586,0
email,0.586,1
email,0.586,1
email,0.586,1
email,0.586,1
email,0.584,1
email,0.584,1
email,0.584,1
email,0.584,0
email,0.584,1
email,0.582,0
email,0.582,1
email,0.582,0
email,0.58,1
email,0.58,0
email,0.58,1
email,0.58,0
email,0.58,1
email,0.578,0
email,0.578,1
email,0.578,1
email,0.576,0
email,0.576,1
email,0.574,0
email,0.574,1
email,0.574,1
email,0.574,0
email,0.574,1
email,0.574,0
email,0.572,1
email,0.572,0
email,0.572,1
email,0.572,1
email,0.57,0
email,0.57,0
email,0.57,0
email,0.57,1
email,0.57,1
email,0.57,1
email,0.568,1
email,0.568,1
email,0.568,1
email,0.568,0
email,0.568,1
email,0.566,0
email,0.566,1
email,0.566,1
email,0.564,0
email,0.564,0
email,0.564,1
email,0.564,1
email,0.562,1
email,0.562,1
email,0.56,0
email,0.56,1
email,0.56,1
email,0.56,1
email,0.56,1
email,0.56,0
email,0.558,0
email,0.558,0
email,0.558,0
email,0.558,1
email,0.558,0
email,0.558,0
email,0.556,1
email,0.556,0
email,0.556,1
email,0.556,1
email,0.556,1
email,0.556,1
email,0.556,0
email,0.556,0
email,0.554,1
email,0.554,0
email,0.554,0
email,0.552,0
email,0.552,0
email,0.552,0
email,0.552,0
email,0.55,1
email,0.55,0
email,0.55,0
email,0.55,0
email,0.55,1
email,0.55,1
email,0.55,1
email,0.548,0
email,0.548,1
email,0.548,0
email,0.548,1
email,0.548,0
email,0.546,1
email,0.546,1
email,0.546,0
email,0.544,0
email,0.544,1
email,0.544,1
email,0.544,1
email,0.544,0
email,0.542,1
email,0.542,1
email,0.542,0
email,0.542,0
email,0.54,0
email,0.54,0
email,0.54,0
email,0.54,1
email,0.54,1
email,0.54,0
email,0.54,1
email,0.54,1
email,0.54,0
email,0.538,0
email,0.538,1
email,0.538,1
email,0.538,0
email,0.536,0
email,0.536,1
email,0.536,1
email,0.534,1
email,0.534,1
email,0.534,1
email,0.534,0
email,0.534,0
email,0.534,1
email,0.534,1
email,0.534,1
email,0.534,1
email,0.534,1
email,0.534,1
email,0.532,1
email,0.532,0
email,0.532,0
email,0.532,1
email,0.532,1
email,0.532,1
email,0.53,1
email,0.53,1
email,0.53,1
email,0.53,0
email,0.528,1
email,0.526,1
email,0.526,0
email,0.526,0
email,0.526,0
email,0.526,1
email,0.526,0
email,0.524,1
email,0.524,1
email,0.522,0
email,0.522,0
email,0.522,1
email,0.522,1
email,0.522,0
email,0.52,1
email,0.52,1
email,0.52,0
email,0.52,0
email,0.518,1
email,0.518,1
email,0.518,0
email,0.518,0
email,0.518,1
email,0.518,0
email,0.516,1
email,0.516,1
email,0.516,0
email,0.516,1
email,0.516,0
email,0.516,0
email,0.516,0
email,0.516,1
email,0.516,1
email,0.516,0
email,0.514,0
email,0.514,0
email,0.514,1
email,0.514,0
email,0.514,1
email,0.514,0
email,0.514,1
email,0.512,0
email,0.512,0
email,0.512,1
email,0.512,0
email,0.512,1
email,0.512,1
email,0.512,0
email,0.51,1
email,0.508,1
email,0.508,1
email,0.508,0
email,0.508,1
email,0.506,1
email,0.506,1
email,0.506,1
email,0.506,1
email,0.506,0
email,0.506,1
email,0.504,0
email,0.504,0
email,0.504,0
email,0.504,1
email,0.504,0
email,0.502,1
email,0.502,1
email,0.5,1
email,0.5,1
email,0.498,1
email,0.498,0
email,0.498,1
email,0.498,1
email,0.498,1
email,0.496,0
email,0.496,1
email,0.496,0
email,0.496,1
email,0.494,0
email,0.494,0
email,0.494,1
email,0.494,0
email,0.494,1
email,0.494,0
email,0.492,1
email,0.492,0
email,0.492,1
email,0.492,1
email,0.49,0
email,0.488,1
email,0.488,0
email,0.488,1
email,0.488,1
email,0.488,0
email,0.486,0
email,0.486,0
email,0.486,1
email,0.486,0
email,0.486,1
email,0.486,1
email,0.486,0
email,0.486,1
email,0.486,1
email,0.486,1
email,0.486,0
email,0.484,1
email,0.484,0
email,0.482,1
email,0.482,0
email,0.48,0
email,0.48,1
email,0.48,0
email,0.48,0
email,0.48,0
email,0.478,0
email,0.478,0
email,0.478,1
email,0.478,1
email,0.478,1
email,0.478,1
email,0.476,0
email,0.476,1
email,0.476,0
email,0.476,0
email,0.476,0
email,0.476,0
email,0.476,1
email,0.474,1
email,0.474,0
email,0.474,1
email,0.472,0
email,0.472,1
email,0.472,0
email,0.472,1
email,0.472,1
email,0.47,1
email,0.47,0
email,0.47,0
email,0.468,0
email,0.468,1
email,0.468,1
email,0.468,1
email,0.468,1
email,0.468,0
email,0.468,0
email,0.466,0
email,0.466,0
email,0.466,1
email,0.466,1
email,0.466,1
email,0.466,0
email,0.466,0
email,0.466,0
email,0.466,1
email,0.466,1
email,0.466,1
email,0.464,1
email,0.462,1
email,0.462,1
email,0.462,0
email,0.46,1
email,0.46,0
email,0.46,1
email,0.46,0
email,0.46,1
email,0.46,1
email,0.46,0
email,0.458,1
email,0.458,1
email,0.458,0
email,0.456,1
email,0.456,1
email,0.456,1
email,0.456,0
email,0.454,1
email,0.454,1
email,0.454,1
email,0.454,1
email,0.452,1
email,0.452,1
email,0.452,0
email,0.452,1
email,0.45,0
email,0.45,0
email,0.448,0
email,0.448,0
email,0.448,1
email,0.448,0
email,0.448,1
email,0.446,0
email,0.446,0
email,0.446,0
email,0.446,1
email,0.446,1
email,0.444,1
email,0.444,0
email,0.444,0
email,0.442,1
email,0.442,0
email,0.442,1
email,0.442,1
email,0.442,1
email,0.442,0
email,0.44,0
email,0.44,1
email,0.44,1
email,0.44,1
email,0.44,1
email,0.44,0
email,0.438,0
email,0.438,0
email,0.438,0
email,0.438,0
email,0.438,1
email,0.436,1
email,0.436,0
email,0.436,0
email,0.436,1
email,0.436,1
email,0.434,1
email,0.434,0
email,0.434,1
email,0.434,0
email,0.432,0
email,0.432,1
email,0.432,1
email,0.432,0
email,0.43,1
email,0.43,1
email,0.43,0
email,0.43,0
email,0.428,1
email,0.428,0
email,0.428,0
email,0.428,0
email,0.428,0
email,0.426,0
email,0.424,1
email,0.424,1
email,0.424,1
email,0.424,1
email,0.424,1
email,0.424,0
email,0.424,0
email,0.424,0
email,0.422,0
email,0.422,1
email,0.422,0
email,0.422,1
email,0.422,0
email,0.422,1
email,0.42,0
email,0.42,1
email,0.418,0
email,0.418,0
email,0.418,1
email,0.418,0
email,0.416,1
email,0.416,0
email,0.416,1
email,0.416,0
email,0.416,0
email,0.414,1
email,0.414,1
email,0.414,1
email,0.414,1
email,0.414,1
email,0.412,1
email,0.412,0
email,0.412,0
email,0.412,1
email,0.412,0
email,0.41,0
email,0.41,1
email,0.41,0
email,0.41,0
email,0.41,1
email,0.41,1
email,0.408,0
email,0.406,0
email,0.406,0
email,0.406,0
email,0.404,1
email,0.404,0
email,0.404,0
email,0.404,1
email,0.404,0
email,0.404,0
email,0.402,0
email,0.402,0
email,0.402,0
email,0.402,0
email,0.402,1
email,0.4,0
email,0.4,0
email,0.4,0
email,0.4,1
email,0.398,1
email,0.398,1
email,0.398,0
email,0.398,0
email,0.398,1
email,0.398,0
email,0.396,0
email,0.396,1
email,0.396,1
email,0.396,0
email,0.394,1
email,0.394,1
email,0.394,1
email,0.394,0
email,0.394,1
email,0.394,0
email,0.394,0
email,0.394,1
email,0.394,0
email,0.394,1
email,0.392,1
email,0.392,0
email,0.392,1
email,0.392,0
email,0.392,0
email,0.392,0
email,0.392,0
email,0.392,0
email,0.392,0
email,0.392,1
email,0.392,1
email,0.39,0
email,0.39,0
email,0.388,0
email,0.388,1
email,0.388,1
email,0.386,0
email,0.386,0
email,0.386,0
email,0.386,0
email,0.386,0
email,0.386,1
email,0.386,0
email,0.386,1
email,0.386,1
email,0.386,1
email,0.384,1
email,0.384,0
email,0.384,1
email,0.384,0
email,0.384,0
email,0.384,0
email,0.384,1
email,0.382,0
email,0.382,1
email,0.382,1
email,0.382,1
email,0.382,1
email,0.382,1
email,0.382,0
email,0.382,1
email,0.382,0
email,0.38,0
email,0.38,0
email,0.38,0
email,0.38,0
email,0.38,0
email,0.38,1
email,0.38,1
email,0.378,1
email,0.378,1
email,0.378,1
email,0.378,1
email,0.378,1
email,0.378,0
email,0.378,0
email,0.376,1
email,0.376,0
email,0.376,0
email,0.376,1
email,0.374,0
email,0.374,0
email,0.374,0
email,0.374,0
email,0.374,1
email,0.374,0
email,0.372,1
email,0.372,0
email,0.372,1
email,0.372,1
email,0.372,1
email,0.372,1
email,0.37,0
email,0.37,1
email,0.37,0
email,0.37,1
email,0.37,1
email,0.37,1
email,0.37,1
email,0.37,0
email,0.37,0
email,0.368,1
email,0.368,0
email,0.368,1
email,0.368,1
email,0.368,1
email,0.366,0
email,0.366,1
email,0.366,0
email,0.366,1
email,0.366,1
email,0.366,1
email,0.364,0
email,0.364,0
email,0.364,0
email,0.364,1
email,0.364,0
email,0.364,0
email,0.364,1
email,0.364,0
email,0.362,1
email,0.362,1
email,0.362,1
email,0.362,1
email,0.36,1
email,0.36,0
email,0.36,1
email,0.358,0
email,0.358,1
email,0.358,0
email,0.358,0
email,0.358,1
email,0.356,1
email,0.356,0
email,0.356,1
email,0.356,1
email,0.356,1
email,0.354,0
email,0.354,0
email,0.354,1
email,0.354,0
email,0.354,0
email,0.352,0
email,0.352,0
email,0.352,0
email,0.352,0
email,0.352,1
email,0.352,1
email,0.352,0
email,0.352,1
email,0.352,0
email,0.35,0
email,0.35,1
email,0.35,0
email,0.35,0
email,0.35,0
email,0.348,0
email,0.348,0
email,0.348,0
email,0.348,0
email,0.348,0
email,0.348,0
email,0.348,0
email,0.348,0
email,0.348,0
email,0.348,0
email,0.348,0
email,0.346,1
email,0.346,1
email,0.346,1
email,0.346,0
email,0.346,1
email,0.346,0
email,0.346,0
email,0.344,1
email,0.344,1
email,0.344,1
email,0.344,1
email,0.344,1
email,0.344,1
email,0.344,0
email,0.342,0
email,0.342,1
email,0.342,1
email,0.342,0
email,0.342,0
email,0.342,1
email,0.342,1
email,0.34,0
email,0.34,1
email,0.34,1
email,0.34,1
email,0.34,1
email,0.34,0
email,0.34,1
email,0.34,0
email,0.338,1
email,0.338,1
email,0.338,0
email,0.338,1
email,0.338,0
email,0.338,0
email,0.336,1
email,0.336,0
email,0.336,1
email,0.336,0
email,0.336,1
email,0.336,1
email,0.336,1
email,0.334,0
email,0.334,0
email,0.334,0
email,0.334,0
email,0.334,0
email,0.334,0
email,0.334,0
email,0.334,0
email,0.334,0
email,0.334,1
email,0.332,0
email,0.332,0
email,0.332,0
email,0.332,1
email,0.332,0
email,0.33,1
email,0.33,1
email,0.33,1
email,0.33,1
email,0.33,0
email,0.33,1
email,0.33,1
email,0.33,0
email,0.328,1
email,0.328,1
email,0.328,0
email,0.328,0
email,0.328,0
email,0.328,1
email,0.328,0
email,0.328,1
email,0.328,1
email,0.328,1
email,0.326,0
email,0.326,1
email,0.326,1
email,0.326,1
email,0.326,0
email,0.324,0
email,0.324,0
email,0.324,0
email,0.324,1
email,0.324,1
email,0.324,1
email,0.324,0
email,0.322,0
email,0.322,0
email,0.322,1
email,0.322,1
email,0.322,1
email,0.322,0
email,0.32,0
email,0.32,0
email,0.32,1
email,0.32,0
email,0.32,1
email,0.32,0
email,0.318,0
email,0.318,0
email,0.318,1
email,0.318,0
email,0.318,1
email,0.318,1
email,0.318,0
email,0.318,0
email,0.318,1
email,0.316,0
email,0.316,0
email,0.314,1
email,0.314,0
email,0.314,0
email,0.314,0
email,0.314,0
email,0.314,1
email,0.314,0
email,0.314,1
email,0.314,0
email,0.312,0
email,0.312,0
email,0.31,0
email,0.31,1
email,0.31,0
email,0.31,0
email,0.31,0
email,0.31,0
email,0.308,0
email,0.308,1
email,0.308,1
email,0.308,1
email,0.308,0
email,0.308,1
email,0.308,0
email,0.306,1
email,0.306,0
email,0.306,1
email,0.306,1
email,0.304,1
email,0.304,1
email,0.304,0
email,0.304,0
email,0.304,0
email,0.304,0
email,0.304,1
email,0.302,0
email,0.302,0
email,0.302,1
email,0.3,0
email,0.3,0
email,0.3,1
email,0.298,1
email,0.298,1
email,0.298,0
email,0.298,0
email,0.298,0
email,0.296,0
email,0.296,0
email,0.296,1
email,0.296,0
email,0.296,0
email,0.296,0
email,0.294,0
email,0.294,1
email,0.294,1
email,0.292,1
email,0.292,1
email,0.292,0
email,0.292,1
email,0.292,0
email,0.292,0
email,0.292,0
email,0.292,1
email,0.292,0
email,0.292,0
email,0.292,0
email,0.292,0
email,0.29,0
email,0.29,1
email,0.29,1
email,0.29,0
email,0.29,0
email,0.29,0
email,0.29,0
email,0.29,1
email,0.288,0
email,0.288,1
email,0.288,1
email,0.288,0
email,0.288,0
email,0.286,0
email,0.286,0
email,0.286,0
email,0.286,1
email,0.286,0
email,0.286,0
email,0.286,0
email,0.286,0
email,0.286,1
email,0.286,0
email,0.286,0
email,0.286,0
email,0.286,0
email,0.284,0
email,0.284,0
email,0.284,0
email,0.284,1
email,0.282,1
email,0.282,0
email,0.282,0
email,0.282,0
email,0.282,0
email,0.282,1
email,0.28,0
email,0.28,0
email,0.28,1
email,0.28,1
email,0.28,0
email,0.278,0
email,0.278,0
email,0.278,0
email,0.278,1
email,0.278,0
email,0.278,0
email,0.278,1
email,0.278,1
email,0.278,0
email,0.278,0
email,0.276,0
email,0.276,1
email,0.276,0
email,0.276,0
email,0.274,1
email,0.274,1
email,0.274,0
email,0.274,0
email,0.274,0
email,0.274,0
email,0.274,0
email,0.274,1
email,0.274,1
email,0.274,1
email,0.272,1
